 Store_Id,OPENDATE,date_super,conversion,st,county,STREETADDR,STRCITY,STRSTATE,ZIPCODE,type_store,LAT,LON,MONTH,DAY,YEAR
1153,11/17/1987,8/22/2001,1,13,21,6020 HARRISON ROAD,Macon,GA,31216,Supercenter,32.730641,-83.6793,11,17,1987
5147,8/20/2003,8/20/2003,0,48,113,1521 NORTH COCKRELL HILL ROAD,Dallas,TX,75211,Supercenter,32.736931,-96.88253,8,20,2003
5191,5/18/2005,5/18/2005,0,48,257,802 EAST HIGHWAY 80,Forney,TX,75126,Supercenter,32.745373,-96.46038,5,18,2005
265,9/25/1979,3/1/1997,1,48,257,1900 WEST MOORE AVE,Terrell,TX,75160,Supercenter,32.747747,-96.28923,9,25,1979
5416,10/26/2005,10/26/2005,0,48,439,915 EAST RANDOL MILL ROAD,Arlington (N),TX,76011,Supercenter,32.753672,-97.08706,10,26,2005
1455,5/30/1990,3/1/1999,1,48,439,8401 ANDERSON ST.,Fort Worth,TX,76120,Supercenter,32.762631,-97.17527,5,30,1990
789,10/29/1985,3/1/1999,1,48,113,200 U.S. HWY 80 EAST,Mesquite,TX,75149,Supercenter,32.767329,-96.60759,10,29,1985
963,1/13/1987,3/1/1994,1,48,367,1836 S. MAIN STREET,Weatherford,TX,76086,Supercenter,32.77516,-97.77987,1,13,1987
205,3/28/1978,3/1/1994,1,28,99,1002 BEACON STREET,Philadelphia,MS,39350,Supercenter,32.776368,-89.12788,3,28,1978
733,7/4/1981,3/1/1997,1,1,17,3501 20TH AV,Valley,AL,36854,Supercenter,32.777662,-85.17623,7,4,1981
5312,8/25/2004,8/25/2004,0,48,439,3851 AIRPORT FREEWAY,Ft. Worth (121),TX,76111,Supercenter,32.778479,-97.30099,8,25,2004
1555,12/3/1990,1/27/2006,1,6,25,2150 NO. WATERMAN AVENUE,El Centro,CA,92243,Supercenter,32.783359,-115.57746,12,3,1990
305,11/20/1979,3/1/1999,1,28,79,905 HWY 16 WEST,Carthage,MS,39051,Supercenter,32.785139,-89.50644,11,20,1979
3427,9/14/2005,9/14/2005,0,35,15,604 NORTH 26TH STREET,Artesia,NM,88210,Supercenter,32.795467,-104.38083,9,14,2005
804,8/30/1985,8/24/2005,1,48,363,601 NO. FM 1821,Mineral Wells,TX,76067,Supercenter,32.810275,-98.10707,8,30,1985
972,2/3/1987,3/1/2000,1,48,439,6360 LAKE WORTH BLVD,Lake Worth,TX,76135,Supercenter,32.823629,-97.45167,2,3,1987
2667,10/28/1998,10/28/1998,1,48,113,7401 SAMUELL BLVD,Dallas (E),TX,75228,Supercenter,32.825227,-96.67955,10,28,1998
880,11/11/1986,10/29/2003,1,48,113,4100 WEST AIRPORT FREEWAY,Irving,TX,75061,Supercenter,32.826729,-96.9614,11,11,1986
2890,3/17/2004,3/17/2004,0,13,21,5955 ZEBULON ROAD,Macon,GA,31201,Supercenter,32.830839,-83.63529,3,17,2004
424,8/3/1982,3/1/1994,1,1,21,1415 7TH STREET SOUTH,Clanton,AL,35045,Supercenter,32.834501,-86.64355,8,3,1982
1306,2/2/1989,3/1/1998,1,35,35,233 S NEW YORK AVE,Alamogordo,NM,88310,Supercenter,32.839921,-105.97561,2,2,1989
1178,3/1/1988,10/23/2002,1,48,439,4101 HWY 121,Bedford,TX,76021,Supercenter,32.851678,-97.13849,3,1,1988
3224,2/28/2001,2/28/2001,1,48,113,555 WEST I 30,Garland (SE),TX,75043,Supercenter,32.854893,-96.60211,2,28,2001
807,10/29/1985,3/1/1999,1,48,439,6401 NE LOOP 820,North Richland Hills,TX,76180,Supercenter,32.855666,-97.21818,10,29,1985
3274,8/14/2002,8/14/2002,1,48,439,9101 NORTH TARRANT PARKWAY,N.Richland Hills(N),TX,76180,Supercenter,32.855666,-97.21818,8,14,2002
5080,6/18/2003,6/18/2003,0,48,439,1732 PRECINCT LINE ROAD,Hurst,TX,76054,Supercenter,32.858398,-97.17681,6,18,2003
2980,5/19/2004,5/19/2004,0,48,439,8520 NORTH BEACH STREET,Forth Worth,TX,76137,Supercenter,32.86814,-97.28566,5,19,2004
5316,10/27/2004,10/27/2004,0,48,439,1401 NORTH SAGINAW BLVD,Saginaw,TX,76179,Supercenter,32.876475,-97.41249,10,27,2004
1218,10/11/1988,8/20/2003,1,4,21,1741 EAST FLORENCE BLVD,Casa Grande,AZ,85222,Supercenter,32.878138,-111.73499,10,11,1988
1076,4/28/1987,3/1/2000,1,13,21,1401 GRAY HIGHWAY,Macon,GA,31211,Supercenter,32.878304,-83.59963,4,28,1987
628,7/4/1981,3/1/2000,1,45,35,9880 DORCHESTER ROAD,Summerville,SC,29418,Supercenter,32.879529,-80.05911,7,4,1981
3367,5/18/2005,5/18/2005,0,45,19,4920 CENTRE POINTE DRIVE,North Charleston,SC,29418,Supercenter,32.879529,-80.05911,5,18,2005
1800,12/26/1987,3/1/1994,1,48,113,3159 GARLAND AVENUE,Garland,TX,75041,Supercenter,32.881525,-96.64601,12,26,1987
1112,8/18/1987,1/23/2002,1,13,293,855 NORTH CHURCH ST.,Thomaston,GA,30286,Supercenter,32.895794,-84.33084,8,18,1987
1358,6/29/1989,10/26/2005,1,45,29,2110 BELLS HIGHWAY,Walterboro,SC,29488,Supercenter,32.89989,-80.67195,6,29,1989
726,7/4/1981,3/1/1996,1,1,123,2643 HWY 280 WEST,Alexander City,AL,35010,Supercenter,32.903432,-85.92669,7,4,1981
5359,1/25/2006,1/25/2006,0,48,439,721 Boyd Rd,Azle,TX,76020,Supercenter,32.905693,-97.54845,1,25,2006
2649,1/26/2000,1/26/2000,1,48,113,1635 MARKET PLACE BLVD.,Irving,TX,75063,Supercenter,32.916865,-96.97349,1,26,2000
1359,8/31/1989,10/9/2002,1,45,19,7400 RIVERS AVE,North Charleston,SC,29406,Supercenter,32.918757,-80.0228,8,31,1989
3225,3/14/2001,3/14/2001,0,48,113,2501 LAKEVIEW PKWY,Rowlett,TX,75089,Supercenter,32.923924,-96.54697,3,14,2001
266,6/24/1980,10/29/2003,1,48,439,1601 WEST STATE HIGHWAY 114,Grapevine,TX,76051,Supercenter,32.93195,-97.08498,6,24,1980
259,8/28/1979,3/1/1996,1,48,397,782 INTERSTATE 30,Rockwall,TX,75087,Supercenter,32.93382,-96.45446,8,28,1979
1216,10/3/1988,3/1/2002,1,48,113,1213 E. TRINITY MILLS ROAD,Carrollton,TX,75006,Supercenter,32.960374,-96.89163,10,3,1988
1055,9/1/1987,5/15/2002,1,48,113,5302 NO. GARLAND AVE.,Garland,TX,75044,Supercenter,32.960375,-96.66188,9,1,1987
2778,1/24/2001,1/24/2001,1,4,21,1695 NO. ARIZONA BLVD,Coolidge,AZ,85228,Supercenter,32.967829,-111.52617,1,24,2001
3406,1/27/2006,1/27/2006,0,48,113,15220 Montfort Dr,Dallas,TX,75248,Supercenter,32.968123,-96.78863,1,27,2006
1143,4/12/1988,10/27/2004,1,13,303,1308 SO. HARRIS ST.,Sandersville,GA,31082,Supercenter,32.984529,-82.8375,4,12,1988
2928,10/11/2000,10/11/2000,1,45,15,605 ST. JAMES AVENUE,Goose Creek,SC,29445,Supercenter,32.991185,-80.02347,10,11,2000
2996,3/14/2001,3/14/2001,0,48,121,18121 MARSH LANE,Dallas (NW),TX,75287,Supercenter,32.998786,-96.84436,3,14,2001
5247,3/23/2005,3/23/2005,0,48,121,1228 NORTH HIGHWAY 377,Roanoke,TX,76262,Supercenter,33.000177,-97.21871,3,23,2005
5210,8/25/2004,8/25/2004,0,48,85,2050 NORTH HIGHWAY 78,Wylie,TX,75098,Supercenter,33.011975,-96.53607,8,25,2004
217,9/5/1978,3/1/1999,1,48,121,801 WEST MAIN,Lewisville,TX,75067,Supercenter,33.020118,-97.00771,9,5,1978
5092,10/29/2003,10/29/2003,0,48,121,190 EAST FM 3040,Lewisville,TX,75067,Supercenter,33.020118,-97.00771,10,29,2003
3482,5/15/2002,5/15/2002,0,48,85,425 COIT ROAD,Plano (Coit/190),TX,75075,Supercenter,33.024721,-96.74038,5,15,2002
614,5/22/1984,7/14/2004,1,13,285,803 NEW FRANKLIN RD,La Grange,GA,30240,Supercenter,33.029838,-85.0745,5,22,1984
1037,4/28/1987,10/9/2002,1,45,15,1317 NORTH MAIN STREET,Summerville,SC,29483,Supercenter,33.034586,-80.18599,4,28,1987
239,7/31/1979,3/1/1998,1,28,7,220 VETERAN MEM DR,Kosciusko,MS,39090,Supercenter,33.038079,-89.56318,7,31,1979
1117,12/31/1987,4/23/2003,1,48,85,6001 CENTRAL EXPRESSWAY,Plano,TX,75023,Supercenter,33.054671,-96.73506,12,31,1987
2926,10/25/2000,10/25/2000,1,48,85,6000 COIT RD,Plano (C),TX,75023,Supercenter,33.054671,-96.73506,10,25,2000
2883,7/12/2000,7/12/2000,1,48,85,8801 OHIO DRIVE,Plano,TX,75024,Supercenter,33.07707,-96.79859,7,12,2000
2754,10/27/1999,10/27/1999,1,13,33,1500 NORTH LIBERTY ST.,Waynesboro,GA,30830,Supercenter,33.080965,-81.9944,10,27,1999
426,11/30/1982,3/1/1998,1,48,121,4691 STATE HWY 121,The Colony,TX,75056,Supercenter,33.081421,-96.88957,11,30,1982
353,6/2/1981,10/26/2005,1,48,503,2121 HWY 16 SOUTH,Graham,TX,76450,Supercenter,33.081863,-98.60091,6,2,1981
427,10/5/1982,3/1/1994,1,48,231,7401 INTERSTATE 30,Greenville,TX,75402,Supercenter,33.082411,-96.08977,10,5,1982
1121,8/4/1987,3/17/2004,1,13,9,2592 NO. COLUMBIA ST.,Milledgeville,GA,31061,Supercenter,33.083579,-83.23397,8,4,1987
3271,6/20/2001,6/20/2001,0,1,117,5100 HIGHWAY 31,Calera,AL,35040,Supercenter,33.107572,-86.74996,6,20,2001
183,10/1/1977,8/25/2004,1,28,159,159 HIGHWAY 15 SOUTH,Louisville,MS,39339,Supercenter,33.109635,-89.02849,10,1,1977
226,10/17/1978,3/1/1997,1,48,67,201 US HWY 59 LOOP,Atlanta,TX,75551,Supercenter,33.118611,-94.1773,10,17,1978
167,4/1/1977,1/26/2005,1,5,3,910 UNITY ROAD,Crossett,AR,71635,Supercenter,33.125032,-91.97037,4,1,1977
3286,10/24/2001,10/24/2001,1,48,121,1035 HICKORY CREEK BLVD,Hickory Creek,TX,76210,Supercenter,33.143186,-97.088337,10,24,2001
417,5/3/1983,3/1/1994,1,48,223,1750 S. BROADWAY,Sulpher Springs,TX,75482,Supercenter,33.143752,-95.60102,5,3,1983
715,7/4/1981,3/1/1994,1,1,125,1501 SKYLAND BLVD E,Tuscaloosa,AL,35405,Supercenter,33.149246,-87.52303,7,4,1981
863,10/15/1985,3/17/2004,1,1,111,4180 US HWY 431,Roanoke,AL,36274,Supercenter,33.159848,-85.36865,10,15,1985
1146,6/30/1988,10/26/2005,1,45,15,511 NO. HWY 52,Moncks Corner,SC,29461,Supercenter,33.164225,-80.01039,6,30,1988
131,11/1/1975,3/1/1990,1,48,449,2311 SOUTH JEFFERSON,Mt. Pleasant,TX,75455,Supercenter,33.166739,-94.9814,11,1,1975
730,7/4/1981,3/1/1996,1,1,121,41301 U.S. HWY 280,Sylacauga,AL,35150,Supercenter,33.185782,-86.25105,7,4,1981
206,3/28/1978,7/20/2005,1,48,85,2041 REDBUD BLVD,McKinney,TX,75069,Supercenter,33.195073,-96.60363,3,28,1978
467,11/16/1982,3/1/1996,1,48,121,1515 SOUTH LOOP 288,Denton,TX,76208,Supercenter,33.198442,-97.06078,11,16,1982
5211,4/14/2004,4/14/2004,0,48,85,5001 MCKINNEY RANCH PARKWAY,McKinney,TX,75070,Supercenter,33.212203,-96.67522,4,14,2004
530,7/1/1983,3/1/1996,1,5,139,2730 NORTHWEST AVE,El Dorado,AR,71730,Supercenter,33.218456,-92.64911,7,1,1983
795,5/14/1985,3/1/1997,1,45,11,11391 DUNBARTON BLVD,Barnwell,SC,29812,Supercenter,33.226172,-81.36031,5,14,1985
2306,5/31/1995,4/9/2003,1,1,125,5710 MCFARLAND BLVD,Northport,AL,35476,Supercenter,33.227736,-87.58819,5,31,1995
423,12/1/1981,8/24/2005,1,1,117,630 COLONIAL PROMENADE PKWY,Pelham,AL,35007,Supercenter,33.232422,-86.80871,12,1,1981
2671,8/24/2005,8/24/2005,0,4,13,1175 SOUTH ARIZONA AVENUE,Chandler (S),AZ,85248,Supercenter,33.239097,-111.86355,8,24,2005
83,8/1/1974,8/20/2003,1,5,27,60 79 BYPASS NORTH,Magnolia,AR,71753,Supercenter,33.249608,-93.20427,8,1,1974
240,6/19/1979,3/1/2000,1,48,231,2701 HWY 50,Commerce,TX,75428,Supercenter,33.25868,-95.91061,6,19,1979
421,6/29/1982,3/1/1995,1,48,497,800 S US HWY 81/287,Decatur,TX,76234,Supercenter,33.263039,-97.55657,6,29,1982
932,7/15/1986,1/22/2003,1,13,255,1569 NORTH EXPRESSWAY,Griffin,GA,30223,Supercenter,33.268185,-84.27306,7,15,1986
5262,3/17/2004,3/17/2004,0,1,117,2181 PELHAM PARKWAY,Pelham,AL,35124,Supercenter,33.317471,-86.78726,3,17,2004
5482,8/24/2005,8/24/2005,0,13,237,201 WALMART DRIVE,Eatonton,GA,31024,Supercenter,33.318579,-83.35432,8,24,2005
5186,1/26/2005,1/26/2005,0,4,13,2501 SOUTH MARKET STREET,Gilbert (E),AZ,85296,Supercenter,33.319722,-111.76078,1,26,2005
851,3/4/1986,3/1/1998,1,35,27,1800 W HWY 70,Ruidoso,NM,88346,Supercenter,33.342426,-105.56694,3,4,1986
764,11/13/1984,3/1/1995,1,1,73,750 ACADEMY DRIVE,Bessemer,AL,35022,Supercenter,33.346817,-86.95252,11,13,1984
1229,4/3/1989,8/14/2002,1,1,73,2780 JOHN HAWKINS PKWY,Hoover,AL,35244,Supercenter,33.356981,-86.81577,4,3,1989
1746,2/4/1992,6/22/2005,1,4,13,1380 WEST ELLIOTT ROAD,Tempe,AZ,85283,Supercenter,33.365951,-111.93155,2,4,1992
182,6/1/1979,7/18/2001,1,28,151,1831 S DR MARTIN L. KING BLVD,Greenville,MS,38701,Supercenter,33.380388,-91.05187,6,1,1979
1293,4/3/1989,3/1/1996,1,13,245,3209 DEANS BRIDGE RD,Augusta,GA,30906,Supercenter,33.387089,-82.01237,4,3,1989
625,7/4/1981,3/1/1996,1,45,43,1310 NORTH FRASER,Georgetown,SC,29440,Supercenter,33.38934,-79.32638,7,4,1981
3461,10/16/2002,10/16/2002,0,13,113,2717 HIGHWAY 54 WEST,Peachtree City,GA,30269,Supercenter,33.398992,-84.57062,10,16,2002
2768,10/27/1999,10/27/1999,1,4,13,1955 SO. STAPLEY DRIVE,Mesa,AZ,85204,Supercenter,33.400127,-111.78594,10,27,1999
1646,7/31/1991,3/1/2002,1,4,13,6131 EAST SOUTHERN AVE.,Mesa,AZ,85206,Supercenter,33.400306,-111.72452,7,31,1991
5428,7/20/2005,7/20/2005,0,4,13,1710 SOUTH GREENFIELD ROAD,Mesa (Greenfield),AZ,85206,Supercenter,33.400306,-111.72452,7,20,2005
494,10/5/1982,3/1/1996,1,13,77,1025 BULLSBORO DR,Newnan,GA,30265,Supercenter,33.400875,-84.71206,10,5,1982
2111,7/26/1994,4/17/2002,1,1,117,5335 HWY 280 SOUTH,Birmingham,AL,35242,Supercenter,33.409582,-86.69684,7,26,1994
2123,1/25/1995,1/25/1995,1,48,37,4000 NEW BOSTON ROAD,Texarkana,TX,75501,Supercenter,33.414708,-94.08984,1,25,1995
432,8/18/1981,4/21/2004,1,1,121,214 HAYNES STREET,Talladega,AL,35160,Supercenter,33.415449,-86.10908,8,18,1981
1381,7/2/1991,4/17/2002,1,4,21,2555 WEST APACHE TRAIL,Apache Junction,AZ,85220,Supercenter,33.416083,-111.5762,7,2,1991
468,11/16/1982,4/24/2002,1,5,91,133 ARKANSAS BLVD,Texarkana,AR,71854,Supercenter,33.428618,-93.99236,11,16,1982
5331,10/27/2004,10/27/2004,0,4,13,7575 WEST LOWER BUCKEYE ROAD,Phoenix (Tolleson),AZ,85043,Supercenter,33.435405,-112.20009,10,27,2004
5363,1/26/2005,1/26/2005,0,13,63,11465 TARA BLVD,Lovejoy (Shilandra),GA,30250,Supercenter,33.437428,-84.31519,1,26,2005
112,4/1/1975,3/1/2002,1,28,105,1010 HWY 12 WEST,Starkville,MS,39759,Supercenter,33.450215,-88.82383,4,1,1975
347,2/2/1982,1/31/2006,1,28,133,633 HIGHWAY 82 WEST,Indianola,MS,38751,Supercenter,33.45139,-90.65824,2,2,1982
2554,1/26/1998,3/1/2002,1,4,13,13055 W RANCHO SANTE FE BLVD,Avondale,AZ,85323,Supercenter,33.454441,-112.32401,1,26,1998
3201,3/14/2001,3/14/2001,0,13,151,135 WILLOW LANE,McDonough,GA,30253,Supercenter,33.455031,-84.17215,3,14,2001
181,8/8/1978,5/18/2005,1,48,37,800 JAMES BOWIE DRIVE,New Boston,TX,75570,Supercenter,33.465282,-94.41954,8,8,1978
1481,10/29/1990,3/1/1998,1,1,73,209 LAKESHORE PARKWAY,Homewood,AL,35209,Supercenter,33.468306,-86.80814,10,29,1990
1549,9/11/1991,3/1/2000,1,4,13,2020 NORTH 75TH AVE.,Phoenix,AZ,85035,Supercenter,33.472492,-112.1875,9,11,1991
594,4/17/1984,3/1/1996,1,13,113,125 PAVILLION PARKWAY,Fayetteville,GA,30214,Supercenter,33.47875,-84.47668,4,17,1984
2767,1/21/2004,1/21/2004,0,4,13,4505 EAST MCKELLIPS ROAD,Mesa,AZ,85215,Supercenter,33.479868,-111.6935,1,21,2004
611,4/3/1984,3/19/2003,1,35,5,"4500 ""A"" NORTH MAIN",Roswell,NM,88201,Supercenter,33.485178,-104.55089,4,3,1984
514,7/4/1981,3/1/1995,1,45,3,2035 WHISKEY ROAD,Aiken,SC,29803,Supercenter,33.486049,-81.70946,7,4,1981
616,8/31/1984,3/1/1997,1,45,75,2795 NORTH ROAD,Orangeberg,SC,29115,Supercenter,33.487767,-80.8564,8,31,1984
1658,6/4/1991,3/1/1996,1,13,189,2205 HARRISON ROAD SE,Thomson,GA,30824,Supercenter,33.490536,-82.5028,6,4,1991
495,8/2/1983,3/1/2000,1,28,87,1913 HWY 45 NORTH,Columbus,MS,39701,Supercenter,33.492107,-88.43746,8,2,1983
5189,8/25/2004,8/25/2004,0,4,13,5250 WEST INDIAN SCHOOL ROAD,Phoenix,AZ,85031,Supercenter,33.493496,-112.17108,8,25,2004
861,11/12/1985,3/1/1996,1,48,303,4215 SOUTH LOOP 289,Lubbock,TX,79423,Supercenter,33.496603,-101.86923,11,12,1985
2515,6/14/2000,6/14/2000,0,4,13,3721 EAST THOMAS ROAD,Phoenix,AZ,85018,Supercenter,33.498076,-111.98603,6,14,2000
2113,1/3/1995,10/15/2003,1,4,13,1607 WEST BETHANY HOME RD,Christown,AZ,85015,Supercenter,33.50689,-112.10262,1,3,1995
5330,4/13/2005,4/13/2005,0,4,13,6145 NORTH 35TH AVENUE,Phoenix (Bethany),AZ,85017,Supercenter,33.514092,-112.12285,4,13,2005
1270,11/1/1988,3/19/2003,1,45,3,1201 KNOX AVENUE,North Augusta,SC,29841,Supercenter,33.517435,-81.94945,11,1,1988
3465,3/19/2003,3/19/2003,0,4,13,5010 NORTH 95TH AVE,Glendale,AZ,85305,Supercenter,33.529373,-112.25225,3,19,2003
562,11/1/1983,3/1/2000,1,1,115,8551 WHITFIELD AVE,Leeds,AL,35094,Supercenter,33.530698,-86.55506,11,1,1983
5124,4/14/2004,4/14/2004,0,4,13,5605 WEST NORTHERN AVENUE,Glendale,AZ,85301,Supercenter,33.534128,-112.1767,4,14,2004
271,8/7/1979,8/25/2004,1,48,337,8420 US HWY 287 NO.,Bowie,TX,76230,Supercenter,33.54007,-97.88575,8,7,1979
745,10/2/1984,3/1/1996,1,13,151,5600 N. HENRY BLVD.,Stockbridge,GA,30281,Supercenter,33.547578,-84.21809,10,2,1984
3570,2/20/2002,2/20/2002,0,13,73,4471 WASHINGTON ROAD,Evans,GA,30809,Supercenter,33.551145,-82.13949,2,20,2002
787,7/30/1985,10/20/2004,1,13,63,7050 HIGHWAY 85,Riverdale,GA,30274,Supercenter,33.555145,-84.40108,7,30,1985
1158,3/1/1988,4/14/2004,1,1,73,2473 HACKWORTH ROAD,Adamsville,AL,35214,Supercenter,33.558772,-86.89199,3,1,1988
762,11/13/1984,1/28/2004,1,1,73,9248 PARKWAY EAST,Birmingham,AL,35206,Supercenter,33.568573,-86.72163,11,13,1984
855,1/21/1986,6/15/2005,1,13,121,4375 JONESBORO ROAD,Union City,GA,30291,Supercenter,33.580878,-84.54611,1,21,1986
158,5/1/1977,3/1/1997,1,48,147,2021 NORTH HWY 121,Bonham,TX,75418,Supercenter,33.583772,-96.1818,5,1,1977
1047,9/1/1987,5/14/2003,1,13,63,6065 JONESBORO ROAD,Morrow,GA,30260,Supercenter,33.58776,-84.33011,9,1,1987
1363,10/31/1989,7/20/2005,1,13,211,1681 EATONTON ROAD,Madison,GA,30650,Supercenter,33.588436,-83.47936,10,31,1989
722,7/4/1981,1/23/2006,1,13,45,1735 SOUTH PARK STREET,Carrollton,GA,30117,Supercenter,33.588486,-85.1062,7,4,1981
809,8/30/1985,3/1/1997,1,1,15,92 PLAZA LANE,Oxford,AL,36203,Supercenter,33.591301,-85.83571,8,30,1985
945,7/1/1986,3/1/1995,1,48,303,702 WEST LOOP 289,Lubbock,TX,79416,Supercenter,33.591877,-101.94754,7,1,1986
2766,1/26/2000,1/26/2000,1,4,13,15355 NORTH NORTHSIGHT BLVD.,Scottsdale,AZ,85260,Supercenter,33.606004,-111.88699,1,26,2000
5113,7/16/2003,7/16/2003,0,1,115,165 VAUGHAN LANE,Pell City,AL,35125,Supercenter,33.606663,-86.28912,7,16,2003
1051,1/13/1987,4/14/2004,1,48,219,407 EAST HWY 114,Levelland,TX,79336,Supercenter,33.609208,-102.41478,1,13,1987
2713,5/17/2000,5/17/2000,1,1,73,5919 TRUSSVILLE CROSSINGS PKWY,Trussville,AL,35235,Supercenter,33.609779,-86.65507,5,17,2000
348,11/18/1980,3/1/1994,1,5,43,427 HWY 425 NORTH,Monticello,AR,71655,Supercenter,33.62086,-91.76272,11,18,1980
574,6/29/1984,3/1/1996,1,45,51,2751 BEAVER RUN BLVD,Surfside Beach,SC,29575,Supercenter,33.627763,-78.98126,6,29,1984
185,7/21/1993,3/1/2002,1,48,97,1800 LAWRENCE ST.,Gainesville,TX,76240,Supercenter,33.627942,-97.13636,7,21,1993
947,8/19/1986,3/1/1995,1,48,181,401 EAST HWY 82,Sherman,TX,75090,Supercenter,33.632806,-96.59106,8,19,1986
2475,8/28/1996,8/28/1996,0,13,247,1436 DOGWOOD DRIVE,Conyers,GA,30013,Supercenter,33.633685,-83.98382,8,28,1996
2777,5/17/2000,5/17/2000,1,4,13,13770 WEST BELL ROAD,Surprise,AZ,85374,Supercenter,33.643508,-112.38502,5,17,2000
3241,1/22/2003,1/22/2003,0,4,13,18551 NO. 83RD AVENUE,Glendale,AZ,85308,Supercenter,33.657722,-112.17825,1,22,2003
1065,8/18/1987,4/18/2001,1,5,57,2400 N HERVEY ST,Hope,AR,71801,Supercenter,33.657969,-93.59486,8,18,1987
148,6/1/1976,3/1/1996,1,48,277,3855 LAMAR AVENUE,Paris,TX,75460,Supercenter,33.660274,-95.55958,6,1,1976
1805,11/2/1992,3/3/2004,1,6,65,79295 US HWY 111,LaQuinta,CA,92253,Supercenter,33.675373,-116.29649,11,2,1992
1340,6/29/1989,7/21/2004,1,13,89,5401 FAIRINGTON ROAD,Decatur,GA,30038,Supercenter,33.676358,-84.15381,6,29,1989
1201,8/16/1988,5/21/2003,1,1,73,890 ODUM ROAD,Gardendale,AL,35071,Supercenter,33.67933,-86.8206,8,16,1988
1052,2/3/1987,3/1/1999,1,1,57,3186 HWY 171 NORTH,Fayette,AL,35555,Supercenter,33.681768,-87.83026,2,3,1987
2712,1/26/2000,1/26/2000,1,45,51,541 SEABOARD ST,Myrtle Beach,SC,29577,Supercenter,33.698101,-78.89604,1,26,2000
5190,1/26/2005,1/26/2005,0,4,13,2501 WEST HAPPY VALLEY ROAD,Phoenix (Happy Vall),AZ,85027,Supercenter,33.698731,-112.11429,1,26,2005
2732,1/26/2000,1/26/2000,1,13,45,600 HWY 61,Villa Rica,GA,30180,Supercenter,33.718079,-84.92356,1,26,2000
329,4/15/1980,9/7/2005,1,1,15,5560 MCCLELLAN BLVD,Anniston,AL,36206,Supercenter,33.719701,-85.83166,4,15,1980
856,10/1/1985,8/20/2003,1,13,143,404 HWY 27 NO. BYPASS,Bremen,GA,30110,Supercenter,33.723939,-85.14282,10,1,1985
1853,11/2/1992,10/27/2004,1,6,65,1231 SO. SANDERSON AVENUE,Hemet,CA,92545,Supercenter,33.736743,-117.0217,11,2,1992
1530,12/31/1990,1/27/2006,1,28,11,710 NORTH DAVIS AVENUE,Cleveland,MS,38732,Supercenter,33.749149,-90.71329,12,31,1990
2723,9/15/1999,9/15/1999,1,1,127,690 HIGHWAY 78,Sumiton,AL,35148,Supercenter,33.753474,-87.04756,9,15,1999
147,7/1/1976,3/1/1995,1,48,181,401 NORTH US HWY 75,Denison,TX,75020,Supercenter,33.754053,-96.57867,7,1,1976
643,7/4/1981,3/1/1998,1,45,51,10820 N. KINGS HWY,Myrtle Beach,SC,29572,Supercenter,33.765136,-78.79097,7,4,1981
1488,1/31/1990,3/1/1999,1,13,97,7001 CONCOURSE PKWY,Douglasville,GA,30134,Supercenter,33.769636,-84.74967,1,31,1990
1074,11/17/1987,3/1/1995,1,28,43,1655 SUNSET DRIVE,Grenada,MS,38901,Supercenter,33.77132,-89.80301,11,17,1987
3205,3/14/2001,3/14/2001,0,13,97,1100 THORNTON ROAD,Lithia Springs,GA,30122,Supercenter,33.776137,-84.64484,3,14,2001
3386,1/25/2006,1/25/2006,0,1,115,160 Springville Station Blvd,Springville,AL,35146,Supercenter,33.781133,-86.45052,1,25,2006
780,5/21/1985,5/19/2004,1,13,297,2050 WEST SPRING ST,Monroe,GA,30655,Supercenter,33.786041,-83.69901,5,21,1985
1184,5/3/1988,9/8/2004,1,13,135,1825 ROCKBRIDGE RD,Stone Mountain,GA,30087,Supercenter,33.817438,-84.13167,5,3,1988
3389,1/25/2006,1/25/2006,0,13,135,3435 Centerville Hwy,Snellville,GA,30039,Supercenter,33.822204,-84.03707,1,25,2006
5087,1/21/2004,1/21/2004,0,45,51,550 HIGHWAY 17 NORTH,North Myrtle Beach,SC,29582,Supercenter,33.823495,-78.67824,1,21,2004
5252,3/17/2004,3/17/2004,0,13,297,4221 ATLANTA HIGHWAY,Loganville,GA,30052,Supercenter,33.823809,-83.89423,3,17,2004
300,10/14/1980,1/26/2005,1,1,15,1625 PELHAM SOUTH,Jacksonville,AL,36265,Supercenter,33.824496,-85.77037,10,14,1980
1586,10/29/1990,3/1/1999,1,13,67,1133 EW CONNECTOR SW,Austell,GA,30106,Supercenter,33.828061,-84.62593,10,29,1990
287,11/27/1979,3/1/1994,1,1,127,1801 HWY 78 EAST,Jasper,AL,35501,Supercenter,33.828412,-87.27632,11,27,1979
5329,6/15/2005,6/15/2005,0,4,13,4435 WEST ANTHEM WAY,Anthem,AZ,85086,Supercenter,33.831866,-112.06339,6,15,2005
1832,11/2/1992,11/26/2005,1,6,65,5601 EAST RAMON ROAD,Cathedral City,CA,92262,Supercenter,33.842984,-116.54344,11,2,1992
586,6/2/1988,3/1/1998,1,45,51,2709 A CHURCH STREET,Conway,SC,29526,Supercenter,33.850218,-79.01692,6,2,1988
1148,11/1/1988,3/1/2000,1,48,485,3130 LAWRENCE RD,Wichita Falls,TX,76308,Supercenter,33.859798,-98.54064,11,1,1988
